split_index,split_rank,cell_id,assignment
1,106382,b2c10,test
1,106382,b2c11,train
1,106382,b2c12,test
1,106382,b2c13,train
1,106382,b2c14,test
1,106382,b2c17,train
1,106382,b2c18,test
1,106382,b2c19,train
1,106382,b2c2,train
1,106382,b2c20,test
1,106382,b2c21,train
1,106382,b2c22,test
1,106382,b2c23,train
1,106382,b2c24,test
1,106382,b2c25,test
1,106382,b2c26,test
1,106382,b2c27,train
1,106382,b2c28,test
1,106382,b2c29,train
1,106382,b2c3,test
1,106382,b2c30,test
1,106382,b2c31,train
1,106382,b2c32,test
1,106382,b2c33,train
1,106382,b2c34,test
1,106382,b2c35,train
1,106382,b2c36,test
1,106382,b2c37,train
1,106382,b2c38,test
1,106382,b2c39,train
1,106382,b2c4,train
1,106382,b2c40,test
1,106382,b2c41,train
1,106382,b2c42,test
1,106382,b2c43,train
1,106382,b2c44,test
1,106382,b2c45,train
1,106382,b2c46,test
1,106382,b2c47,test
1,106382,b2c5,test
1,106382,b2c6,train
2,119335,b1c0,test
2,119335,b1c1,test
2,119335,b1c11,train
2,119335,b1c14,train
2,119335,b1c15,train
2,119335,b1c16,train
2,119335,b1c17,train
2,119335,b1c18,test
2,119335,b1c19,test
2,119335,b1c2,test
2,119335,b1c20,train
2,119335,b1c21,train
2,119335,b1c23,test
2,119335,b1c24,train
2,119335,b1c25,train
2,119335,b1c26,train
2,119335,b1c27,train
2,119335,b1c28,train
2,119335,b1c29,train
2,119335,b1c3,test
2,119335,b1c30,train
2,119335,b1c31,train
2,119335,b1c32,test
2,119335,b1c33,test
2,119335,b1c34,test
2,119335,b1c35,test
2,119335,b1c36,test
2,119335,b1c37,test
2,119335,b1c38,test
2,119335,b1c39,test
2,119335,b1c4,test
2,119335,b1c40,train
2,119335,b1c41,train
2,119335,b1c42,test
2,119335,b1c43,test
2,119335,b1c44,train
2,119335,b1c45,train
2,119335,b1c5,train
2,119335,b1c6,test
2,119335,b1c7,test
2,119335,b1c9,test
2,119335,b2c0,train
2,119335,b2c10,test
2,119335,b2c11,train
2,119335,b2c12,test
2,119335,b2c13,train
2,119335,b2c14,test
2,119335,b2c17,train
2,119335,b2c18,test
2,119335,b2c19,train
2,119335,b2c2,train
2,119335,b2c20,test
2,119335,b2c21,train
2,119335,b2c22,test
2,119335,b2c23,train
2,119335,b2c24,test
2,119335,b2c25,test
2,119335,b2c26,test
2,119335,b2c27,train
2,119335,b2c28,test
2,119335,b2c29,train
2,119335,b2c3,test
2,119335,b2c30,test
2,119335,b2c31,train
2,119335,b2c32,test
2,119335,b2c33,train
2,119335,b2c34,test
2,119335,b2c35,train
2,119335,b2c36,test
2,119335,b2c37,train
2,119335,b2c38,test
2,119335,b2c39,train
2,119335,b2c4,train
2,119335,b2c40,train
2,119335,b2c41,train
2,119335,b2c42,test
2,119335,b2c43,train
2,119335,b2c44,test
2,119335,b2c45,train
2,119335,b2c46,test
2,119335,b2c47,test
2,119335,b2c5,test
2,119335,b2c6,train
3,133876,b1c0,test
3,133876,b1c1,test
3,133876,b1c11,train
3,133876,b1c14,train
3,133876,b1c15,train
3,133876,b1c16,train
3,133876,b1c17,train
3,133876,b1c18,test
3,133876,b1c19,test
3,133876,b1c2,test
3,133876,b1c20,train
3,133876,b1c21,train
3,133876,b1c23,test
3,133876,b1c24,train
3,133876,b1c25,train
3,133876,b1c26,train
3,133876,b1c27,train
3,133876,b1c28,train
3,133876,b1c29,train
3,133876,b1c3,train
3,133876,b1c30,train
3,133876,b1c31,train
3,133876,b1c32,test
3,133876,b1c33,test
3,133876,b1c34,test
3,133876,b1c35,test
3,133876,b1c36,test
3,133876,b1c37,test
3,133876,b1c38,test
3,133876,b1c39,test
3,133876,b1c4,train
3,133876,b1c40,train
3,133876,b1c41,train
3,133876,b1c42,test
3,133876,b1c43,test
3,133876,b1c44,train
3,133876,b1c45,train
3,133876,b1c5,train
3,133876,b1c6,test
3,133876,b1c7,test
3,133876,b1c9,test
3,133876,b2c0,train
3,133876,b2c10,test
3,133876,b2c11,train
3,133876,b2c12,test
3,133876,b2c13,train
3,133876,b2c14,test
3,133876,b2c17,test
3,133876,b2c18,test
3,133876,b2c19,train
3,133876,b2c2,train
3,133876,b2c20,test
3,133876,b2c21,train
3,133876,b2c22,test
3,133876,b2c23,train
3,133876,b2c24,test
3,133876,b2c25,test
3,133876,b2c26,test
3,133876,b2c27,train
3,133876,b2c28,test
3,133876,b2c29,train
3,133876,b2c3,test
3,133876,b2c30,test
3,133876,b2c31,train
3,133876,b2c32,test
3,133876,b2c33,train
3,133876,b2c34,test
3,133876,b2c35,train
3,133876,b2c36,test
3,133876,b2c37,train
3,133876,b2c38,test
3,133876,b2c39,train
3,133876,b2c4,train
3,133876,b2c40,test
3,133876,b2c41,train
3,133876,b2c42,test
3,133876,b2c43,train
3,133876,b2c44,test
3,133876,b2c45,train
3,133876,b2c46,test
3,133876,b2c47,test
3,133876,b2c5,test
3,133876,b2c6,train
4,46649,b1c0,test
4,46649,b1c1,test
4,46649,b1c11,train
4,46649,b1c14,train
4,46649,b1c15,train
4,46649,b1c16,train
4,46649,b1c17,train
4,46649,b1c18,test
4,46649,b1c19,test
4,46649,b1c2,test
4,46649,b1c20,train
4,46649,b1c21,train
4,46649,b1c23,test
4,46649,b1c24,train
4,46649,b1c25,train
4,46649,b1c26,test
4,46649,b1c27,test
4,46649,b1c28,train
4,46649,b1c29,train
4,46649,b1c3,test
4,46649,b1c30,train
4,46649,b1c31,train
4,46649,b1c32,test
4,46649,b1c33,test
4,46649,b1c34,test
4,46649,b1c35,test
4,46649,b1c36,train
4,46649,b1c37,train
4,46649,b1c38,train
4,46649,b1c39,train
4,46649,b1c4,test
4,46649,b1c40,test
4,46649,b1c41,test
4,46649,b1c42,train
4,46649,b1c43,train
4,46649,b1c44,train
4,46649,b1c45,train
4,46649,b1c5,train
4,46649,b1c6,test
4,46649,b1c7,test
4,46649,b1c9,test
4,46649,b2c0,train
4,46649,b2c10,test
4,46649,b2c11,train
4,46649,b2c12,test
4,46649,b2c13,train
4,46649,b2c14,test
4,46649,b2c17,train
4,46649,b2c18,test
4,46649,b2c19,train
4,46649,b2c2,train
4,46649,b2c20,test
4,46649,b2c21,test
4,46649,b2c22,test
4,46649,b2c23,train
4,46649,b2c24,test
4,46649,b2c25,test
4,46649,b2c26,test
4,46649,b2c27,train
4,46649,b2c28,test
4,46649,b2c29,train
4,46649,b2c3,test
4,46649,b2c30,test
4,46649,b2c31,train
4,46649,b2c32,test
4,46649,b2c33,train
4,46649,b2c34,test
4,46649,b2c35,train
4,46649,b2c36,test
4,46649,b2c37,train
4,46649,b2c38,test
4,46649,b2c39,train
4,46649,b2c4,train
4,46649,b2c40,test
4,46649,b2c41,train
4,46649,b2c42,test
4,46649,b2c43,train
4,46649,b2c44,test
4,46649,b2c45,train
4,46649,b2c46,test
4,46649,b2c47,test
4,46649,b2c5,test
4,46649,b2c6,train
5,166929,b1c0,test
5,166929,b1c1,test
5,166929,b1c11,train
5,166929,b1c14,test
5,166929,b1c15,test
5,166929,b1c16,train
5,166929,b1c17,train
5,166929,b1c18,train
5,166929,b1c19,train
5,166929,b1c2,test
5,166929,b1c20,train
5,166929,b1c21,train
5,166929,b1c23,test
5,166929,b1c24,train
5,166929,b1c25,train
5,166929,b1c26,train
5,166929,b1c27,train
5,166929,b1c28,test
5,166929,b1c29,test
5,166929,b1c3,train
5,166929,b1c30,train
5,166929,b1c31,train
5,166929,b1c32,test
5,166929,b1c33,test
5,166929,b1c34,train
5,166929,b1c35,train
5,166929,b1c36,test
5,166929,b1c37,test
5,166929,b1c38,test
5,166929,b1c39,test
5,166929,b1c4,train
5,166929,b1c40,test
5,166929,b1c41,test
5,166929,b1c42,train
5,166929,b1c43,train
5,166929,b1c44,test
5,166929,b1c45,test
5,166929,b1c5,train
5,166929,b1c6,test
5,166929,b1c7,test
5,166929,b1c9,test
5,166929,b2c0,train
5,166929,b2c10,test
5,166929,b2c11,train
5,166929,b2c12,test
5,166929,b2c13,train
5,166929,b2c14,test
5,166929,b2c17,train
5,166929,b2c18,test
5,166929,b2c19,train
5,166929,b2c2,train
5,166929,b2c20,test
5,166929,b2c21,train
5,166929,b2c22,test
5,166929,b2c23,train
5,166929,b2c24,test
5,166929,b2c25,test
5,166929,b2c26,test
5,166929,b2c27,train
5,166929,b2c28,test
5,166929,b2c29,train
5,166929,b2c3,test
5,166929,b2c30,test
5,166929,b2c31,train
5,166929,b2c32,test
5,166929,b2c33,train
5,166929,b2c34,test
5,166929,b2c35,train
5,166929,b2c36,train
5,166929,b2c37,train
5,166929,b2c38,test
5,166929,b2c39,train
5,166929,b2c4,train
5,166929,b2c40,test
5,166929,b2c41,train
5,166929,b2c42,test
5,166929,b2c43,train
5,166929,b2c44,test
5,166929,b2c45,train
5,166929,b2c46,test
5,166929,b2c47,test
5,166929,b2c5,test
5,166929,b2c6,train
6,178586,b1c0,test
6,178586,b1c1,test
6,178586,b1c11,train
6,178586,b1c14,train
6,178586,b1c15,train
6,178586,b1c16,test
6,178586,b1c17,test
6,178586,b1c18,test
6,178586,b1c19,test
6,178586,b1c2,test
6,178586,b1c20,train
6,178586,b1c21,train
6,178586,b1c23,test
6,178586,b1c24,train
6,178586,b1c25,train
6,178586,b1c26,test
6,178586,b1c27,test
6,178586,b1c28,train
6,178586,b1c29,train
6,178586,b1c3,train
6,178586,b1c30,train
6,178586,b1c31,train
6,178586,b1c32,test
6,178586,b1c33,test
6,178586,b1c34,train
6,178586,b1c35,train
6,178586,b1c36,test
6,178586,b1c37,test
6,178586,b1c38,test
6,178586,b1c39,test
6,178586,b1c4,train
6,178586,b1c40,train
6,178586,b1c41,train
6,178586,b1c42,train
6,178586,b1c43,train
6,178586,b1c44,test
6,178586,b1c45,test
6,178586,b1c5,train
6,178586,b1c6,test
6,178586,b1c7,test
6,178586,b1c9,train
6,178586,b2c0,train
6,178586,b2c10,test
6,178586,b2c11,train
6,178586,b2c12,test
6,178586,b2c13,train
6,178586,b2c14,test
6,178586,b2c17,train
6,178586,b2c18,test
6,178586,b2c19,train
6,178586,b2c2,train
6,178586,b2c20,test
6,178586,b2c21,train
6,178586,b2c22,test
6,178586,b2c23,train
6,178586,b2c24,test
6,178586,b2c25,test
6,178586,b2c26,test
6,178586,b2c27,train
6,178586,b2c28,test
6,178586,b2c29,train
6,178586,b2c3,test
6,178586,b2c30,test
6,178586,b2c31,train
6,178586,b2c32,test
6,178586,b2c33,train
6,178586,b2c34,test
6,178586,b2c35,train
6,178586,b2c36,test
6,178586,b2c37,train
6,178586,b2c38,test
6,178586,b2c39,train
6,178586,b2c4,train
6,178586,b2c40,test
6,178586,b2c41,train
6,178586,b2c42,test
6,178586,b2c43,train
6,178586,b2c44,test
6,178586,b2c45,train
6,178586,b2c46,test
6,178586,b2c47,test
6,178586,b2c5,test
6,178586,b2c6,train
7,179546,b1c0,test
7,179546,b1c1,test
7,179546,b1c11,train
7,179546,b1c14,test
7,179546,b1c15,test
7,179546,b1c16,test
7,179546,b1c17,test
7,179546,b1c18,train
7,179546,b1c19,train
7,179546,b1c2,test
7,179546,b1c20,train
7,179546,b1c21,train
7,179546,b1c23,test
7,179546,b1c24,train
7,179546,b1c25,train
7,179546,b1c26,test
7,179546,b1c27,test
7,179546,b1c28,train
7,179546,b1c29,train
7,179546,b1c3,train
7,179546,b1c30,train
7,179546,b1c31,train
7,179546,b1c32,test
7,179546,b1c33,test
7,179546,b1c34,train
7,179546,b1c35,train
7,179546,b1c36,test
7,179546,b1c37,test
7,179546,b1c38,test
7,179546,b1c39,test
7,179546,b1c4,train
7,179546,b1c40,train
7,179546,b1c41,train
7,179546,b1c42,train
7,179546,b1c43,train
7,179546,b1c44,test
7,179546,b1c45,test
7,179546,b1c5,train
7,179546,b1c6,test
7,179546,b1c7,test
7,179546,b1c9,test
7,179546,b2c0,train
7,179546,b2c10,test
7,179546,b2c11,train
7,179546,b2c12,test
7,179546,b2c13,train
7,179546,b2c14,test
7,179546,b2c17,train
7,179546,b2c18,test
7,179546,b2c19,train
7,179546,b2c2,train
7,179546,b2c20,test
7,179546,b2c21,train
7,179546,b2c22,test
7,179546,b2c23,train
7,179546,b2c24,test
7,179546,b2c25,test
7,179546,b2c26,test
7,179546,b2c27,train
7,179546,b2c28,test
7,179546,b2c29,train
7,179546,b2c3,test
7,179546,b2c30,test
7,179546,b2c31,train
7,179546,b2c32,test
7,179546,b2c33,train
7,179546,b2c34,train
7,179546,b2c35,train
7,179546,b2c36,test
7,179546,b2c37,train
7,179546,b2c38,test
7,179546,b2c39,train
7,179546,b2c4,train
7,179546,b2c40,test
7,179546,b2c41,train
7,179546,b2c42,test
7,179546,b2c43,train
7,179546,b2c44,test
7,179546,b2c45,train
7,179546,b2c46,test
7,179546,b2c47,test
7,179546,b2c5,test
7,179546,b2c6,train
8,159842,b1c0,test
8,159842,b1c1,test
8,159842,b1c11,train
8,159842,b1c14,train
8,159842,b1c15,train
8,159842,b1c16,train
8,159842,b1c17,train
8,159842,b1c18,train
8,159842,b1c19,train
8,159842,b1c2,test
8,159842,b1c20,train
8,159842,b1c21,train
8,159842,b1c23,test
8,159842,b1c24,test
8,159842,b1c25,test
8,159842,b1c26,test
8,159842,b1c27,test
8,159842,b1c28,train
8,159842,b1c29,train
8,159842,b1c3,train
8,159842,b1c30,test
8,159842,b1c31,test
8,159842,b1c32,test
8,159842,b1c33,test
8,159842,b1c34,test
8,159842,b1c35,test
8,159842,b1c36,test
8,159842,b1c37,test
8,159842,b1c38,train
8,159842,b1c39,train
8,159842,b1c4,train
8,159842,b1c40,train
8,159842,b1c41,train
8,159842,b1c42,train
8,159842,b1c43,train
8,159842,b1c44,train
8,159842,b1c45,train
8,159842,b1c5,train
8,159842,b1c6,test
8,159842,b1c7,test
8,159842,b1c9,test
8,159842,b2c0,train
8,159842,b2c10,test
8,159842,b2c11,test
8,159842,b2c12,test
8,159842,b2c13,train
8,159842,b2c14,test
8,159842,b2c17,train
8,159842,b2c18,test
8,159842,b2c19,train
8,159842,b2c2,train
8,159842,b2c20,test
8,159842,b2c21,train
8,159842,b2c22,test
8,159842,b2c23,train
8,159842,b2c24,test
8,159842,b2c25,test
8,159842,b2c26,test
8,159842,b2c27,train
8,159842,b2c28,test
8,159842,b2c29,train
8,159842,b2c3,test
8,159842,b2c30,test
8,159842,b2c31,train
8,159842,b2c32,test
8,159842,b2c33,train
8,159842,b2c34,test
8,159842,b2c35,train
8,159842,b2c36,test
8,159842,b2c37,train
8,159842,b2c38,test
8,159842,b2c39,train
8,159842,b2c4,train
8,159842,b2c40,test
8,159842,b2c41,train
8,159842,b2c42,test
8,159842,b2c43,train
8,159842,b2c44,test
8,159842,b2c45,train
8,159842,b2c46,test
8,159842,b2c47,test
8,159842,b2c5,test
8,159842,b2c6,train
9,2442,b1c0,train
9,2442,b1c1,train
9,2442,b1c11,train
9,2442,b1c14,train
9,2442,b1c15,train
9,2442,b1c16,test
9,2442,b1c17,test
9,2442,b1c18,train
9,2442,b1c19,train
9,2442,b1c2,train
9,2442,b1c20,train
9,2442,b1c21,train
9,2442,b1c23,test
9,2442,b1c24,test
9,2442,b1c25,test
9,2442,b1c26,train
9,2442,b1c27,train
9,2442,b1c28,test
9,2442,b1c29,test
9,2442,b1c3,train
9,2442,b1c30,test
9,2442,b1c31,test
9,2442,b1c32,test
9,2442,b1c33,test
9,2442,b1c34,train
9,2442,b1c35,train
9,2442,b1c36,train
9,2442,b1c37,train
9,2442,b1c38,train
9,2442,b1c39,train
9,2442,b1c4,train
9,2442,b1c40,test
9,2442,b1c41,test
9,2442,b1c42,test
9,2442,b1c43,test
9,2442,b1c44,test
9,2442,b1c45,test
9,2442,b1c5,train
9,2442,b1c6,test
9,2442,b1c7,test
9,2442,b1c9,test
9,2442,b2c0,train
9,2442,b2c10,test
9,2442,b2c11,train
9,2442,b2c12,test
9,2442,b2c13,train
9,2442,b2c14,test
9,2442,b2c17,train
9,2442,b2c18,test
9,2442,b2c19,train
9,2442,b2c2,train
9,2442,b2c20,test
9,2442,b2c21,train
9,2442,b2c22,test
9,2442,b2c23,train
9,2442,b2c24,test
9,2442,b2c25,test
9,2442,b2c26,test
9,2442,b2c27,train
9,2442,b2c28,test
9,2442,b2c29,train
9,2442,b2c3,test
9,2442,b2c30,test
9,2442,b2c31,train
9,2442,b2c32,test
9,2442,b2c33,train
9,2442,b2c34,test
9,2442,b2c35,train
9,2442,b2c36,test
9,2442,b2c37,train
9,2442,b2c38,test
9,2442,b2c39,train
9,2442,b2c4,train
9,2442,b2c40,test
9,2442,b2c41,train
9,2442,b2c42,test
9,2442,b2c43,train
9,2442,b2c44,test
9,2442,b2c45,train
9,2442,b2c46,test
9,2442,b2c47,test
9,2442,b2c5,test
9,2442,b2c6,train
10,88769,b1c0,test
10,88769,b1c1,test
10,88769,b1c11,train
10,88769,b1c14,train
10,88769,b1c15,train
10,88769,b1c16,train
10,88769,b1c17,train
10,88769,b1c18,train
10,88769,b1c19,train
10,88769,b1c2,test
10,88769,b1c20,train
10,88769,b1c21,train
10,88769,b1c23,test
10,88769,b1c24,train
10,88769,b1c25,train
10,88769,b1c26,train
10,88769,b1c27,train
10,88769,b1c28,test
10,88769,b1c29,test
10,88769,b1c3,test
10,88769,b1c30,test
10,88769,b1c31,test
10,88769,b1c32,test
10,88769,b1c33,test
10,88769,b1c34,train
10,88769,b1c35,train
10,88769,b1c36,train
10,88769,b1c37,train
10,88769,b1c38,train
10,88769,b1c39,train
10,88769,b1c4,test
10,88769,b1c40,test
10,88769,b1c41,test
10,88769,b1c42,train
10,88769,b1c43,train
10,88769,b1c44,test
10,88769,b1c45,test
10,88769,b1c5,train
10,88769,b1c6,test
10,88769,b1c7,test
10,88769,b1c9,test
10,88769,b2c0,train
10,88769,b2c10,test
10,88769,b2c11,train
10,88769,b2c12,test
10,88769,b2c13,train
10,88769,b2c14,test
10,88769,b2c17,train
10,88769,b2c18,test
10,88769,b2c19,train
10,88769,b2c2,train
10,88769,b2c20,test
10,88769,b2c21,train
10,88769,b2c22,test
10,88769,b2c23,train
10,88769,b2c24,test
10,88769,b2c25,test
10,88769,b2c26,test
10,88769,b2c27,train
10,88769,b2c28,test
10,88769,b2c29,train
10,88769,b2c3,test
10,88769,b2c30,test
10,88769,b2c31,train
10,88769,b2c32,test
10,88769,b2c33,train
10,88769,b2c34,test
10,88769,b2c35,train
10,88769,b2c36,test
10,88769,b2c37,train
10,88769,b2c38,test
10,88769,b2c39,train
10,88769,b2c4,train
10,88769,b2c40,test
10,88769,b2c41,train
10,88769,b2c42,test
10,88769,b2c43,test
10,88769,b2c44,test
10,88769,b2c45,train
10,88769,b2c46,test
10,88769,b2c47,test
10,88769,b2c5,test
10,88769,b2c6,train
11,176192,b1c0,test
11,176192,b1c1,test
11,176192,b1c11,train
11,176192,b1c14,train
11,176192,b1c15,train
11,176192,b1c16,train
11,176192,b1c17,train
11,176192,b1c18,test
11,176192,b1c19,test
11,176192,b1c2,test
11,176192,b1c20,train
11,176192,b1c21,train
11,176192,b1c23,test
11,176192,b1c24,train
11,176192,b1c25,train
11,176192,b1c26,train
11,176192,b1c27,train
11,176192,b1c28,train
11,176192,b1c29,train
11,176192,b1c3,train
11,176192,b1c30,test
11,176192,b1c31,test
11,176192,b1c32,test
11,176192,b1c33,test
11,176192,b1c34,train
11,176192,b1c35,train
11,176192,b1c36,test
11,176192,b1c37,test
11,176192,b1c38,test
11,176192,b1c39,test
11,176192,b1c4,train
11,176192,b1c40,train
11,176192,b1c41,train
11,176192,b1c42,test
11,176192,b1c43,test
11,176192,b1c44,test
11,176192,b1c45,test
11,176192,b1c5,train
11,176192,b1c6,test
11,176192,b1c7,test
11,176192,b1c9,test
11,176192,b2c0,train
11,176192,b2c10,test
11,176192,b2c11,train
11,176192,b2c12,test
11,176192,b2c13,train
11,176192,b2c14,test
11,176192,b2c17,train
11,176192,b2c18,test
11,176192,b2c19,train
11,176192,b2c2,train
11,176192,b2c20,test
11,176192,b2c21,train
11,176192,b2c22,test
11,176192,b2c23,train
11,176192,b2c24,test
11,176192,b2c25,test
11,176192,b2c26,test
11,176192,b2c27,train
11,176192,b2c28,test
11,176192,b2c29,train
11,176192,b2c3,test
11,176192,b2c30,test
11,176192,b2c31,train
11,176192,b2c32,test
11,176192,b2c33,train
11,176192,b2c34,test
11,176192,b2c35,train
11,176192,b2c36,train
11,176192,b2c37,train
11,176192,b2c38,test
11,176192,b2c39,train
11,176192,b2c4,train
11,176192,b2c40,test
11,176192,b2c41,train
11,176192,b2c42,test
11,176192,b2c43,train
11,176192,b2c44,test
11,176192,b2c45,train
11,176192,b2c46,test
11,176192,b2c47,test
11,176192,b2c5,test
11,176192,b2c6,train
12,177174,b1c0,test
12,177174,b1c1,test
12,177174,b1c11,train
12,177174,b1c14,train
12,177174,b1c15,train
12,177174,b1c16,train
12,177174,b1c17,train
12,177174,b1c18,train
12,177174,b1c19,train
12,177174,b1c2,test
12,177174,b1c20,test
12,177174,b1c21,test
12,177174,b1c23,test
12,177174,b1c24,test
12,177174,b1c25,test
12,177174,b1c26,test
12,177174,b1c27,test
12,177174,b1c28,train
12,177174,b1c29,train
12,177174,b1c3,train
12,177174,b1c30,train
12,177174,b1c31,train
12,177174,b1c32,test
12,177174,b1c33,test
12,177174,b1c34,train
12,177174,b1c35,train
12,177174,b1c36,test
12,177174,b1c37,test
12,177174,b1c38,test
12,177174,b1c39,test
12,177174,b1c4,train
12,177174,b1c40,train
12,177174,b1c41,train
12,177174,b1c42,train
12,177174,b1c43,train
12,177174,b1c44,test
12,177174,b1c45,test
12,177174,b1c5,train
12,177174,b1c6,test
12,177174,b1c7,test
12,177174,b1c9,test
12,177174,b2c0,train
12,177174,b2c10,test
12,177174,b2c11,train
12,177174,b2c12,test
12,177174,b2c13,train
12,177174,b2c14,test
12,177174,b2c17,train
12,177174,b2c18,test
12,177174,b2c19,train
12,177174,b2c2,train
12,177174,b2c20,test
12,177174,b2c21,train
12,177174,b2c22,test
12,177174,b2c23,train
12,177174,b2c24,test
12,177174,b2c25,test
12,177174,b2c26,test
12,177174,b2c27,train
12,177174,b2c28,test
12,177174,b2c29,train
12,177174,b2c3,test
12,177174,b2c30,test
12,177174,b2c31,train
12,177174,b2c32,test
12,177174,b2c33,train
12,177174,b2c34,test
12,177174,b2c35,train
12,177174,b2c36,test
12,177174,b2c37,train
12,177174,b2c38,test
12,177174,b2c39,train
12,177174,b2c4,train
12,177174,b2c40,test
12,177174,b2c41,train
12,177174,b2c42,test
12,177174,b2c43,train
12,177174,b2c44,test
12,177174,b2c45,train
12,177174,b2c46,train
12,177174,b2c47,test
12,177174,b2c5,test
12,177174,b2c6,train
13,98187,b1c0,test
13,98187,b1c1,test
13,98187,b1c11,train
13,98187,b1c14,train
13,98187,b1c15,train
13,98187,b1c16,train
13,98187,b1c17,train
13,98187,b1c18,test
13,98187,b1c19,test
13,98187,b1c2,test
13,98187,b1c20,train
13,98187,b1c21,train
13,98187,b1c23,test
13,98187,b1c24,train
13,98187,b1c25,train
13,98187,b1c26,test
13,98187,b1c27,test
13,98187,b1c28,train
13,98187,b1c29,train
13,98187,b1c3,test
13,98187,b1c30,train
13,98187,b1c31,train
13,98187,b1c32,train
13,98187,b1c33,train
13,98187,b1c34,test
13,98187,b1c35,test
13,98187,b1c36,train
13,98187,b1c37,train
13,98187,b1c38,test
13,98187,b1c39,test
13,98187,b1c4,test
13,98187,b1c40,test
13,98187,b1c41,test
13,98187,b1c42,train
13,98187,b1c43,train
13,98187,b1c44,test
13,98187,b1c45,test
13,98187,b1c5,train
13,98187,b1c6,test
13,98187,b1c7,test
13,98187,b1c9,test
13,98187,b2c0,train
13,98187,b2c10,test
13,98187,b2c11,train
13,98187,b2c12,test
13,98187,b2c13,train
13,98187,b2c14,test
13,98187,b2c17,train
13,98187,b2c18,test
13,98187,b2c19,train
13,98187,b2c2,train
13,98187,b2c20,test
13,98187,b2c21,train
13,98187,b2c22,test
13,98187,b2c23,train
13,98187,b2c24,test
13,98187,b2c25,test
13,98187,b2c26,test
13,98187,b2c27,train
13,98187,b2c28,test
13,98187,b2c29,train
13,98187,b2c3,test
13,98187,b2c30,test
13,98187,b2c31,train
13,98187,b2c32,test
13,98187,b2c33,train
13,98187,b2c34,test
13,98187,b2c35,train
13,98187,b2c36,test
13,98187,b2c37,train
13,98187,b2c38,test
13,98187,b2c39,train
13,98187,b2c4,train
13,98187,b2c40,test
13,98187,b2c41,train
13,98187,b2c42,test
13,98187,b2c43,train
13,98187,b2c44,test
13,98187,b2c45,train
13,98187,b2c46,test
13,98187,b2c47,train
13,98187,b2c5,test
13,98187,b2c6,train
14,8786,b1c0,test
